Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-07-09,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Manawatu-Wanganui,not_delivering,ad,"7-day click or 1-day view",6,6,1,0.03,,5,,0,,2025-07-09,2025-07-09
2025-07-09,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Waikato,not_delivering,ad,"7-day click or 1-day view",30,33,1.1,0.43,,13.03030303,,0,,2025-07-09,2025-07-09
2025-07-09,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Southland,not_delivering,ad,"7-day click or 1-day view",4,10,2.5,0.09,,9,,0,,2025-07-09,2025-07-09
2025-07-09,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Taranaki,not_delivering,ad,"7-day click or 1-day view",3,5,1.66666667,0.49,,98,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",active,ad,"7-day click or 1-day view",4,5,1.25,0.02,,4,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",1,1,1,0.02,,20,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",10,11,1.1,0.04,,3.63636364,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",14,15,1.07142857,0.03,,2,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",active,ad,"7-day click or 1-day view",847,913,1.07792208,5.16,32,5.6516977,0.16125,4.60021906,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",11,11,1,0.07,,6.36363636,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,active,ad,"7-day click or 1-day view",35,42,1.2,0.22,1,5.23809524,0.22,2.38095238,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Tasman District",active,ad,"7-day click or 1-day view",2,2,1,0.02,1,10,0.02,50,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,active,ad,"7-day click or 1-day view",91,100,1.0989011,0.46,2,4.6,0.23,2,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",137,154,1.12408759,0.89,7,5.77922078,0.12714286,5.84415584,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,active,ad,"7-day click or 1-day view",59,62,1.05084746,0.4,2,6.4516129,0.2,4.83870968,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",active,ad,"7-day click or 1-day view",32,33,1.03125,0.11,1,3.33333333,0.11,3.03030303,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Marlborough Region",active,ad,"7-day click or 1-day view",3,3,1,0.02,,6.66666667,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",7,7,1,0.04,,5.71428571,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",12,12,1,0.06,,5,,0,,2025-07-09,2025-07-09
2025-07-09,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",active,ad,"7-day click or 1-day view",5,5,1,0.01,,2,,0,,2025-07-09,2025-07-09
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Tasman District",not_delivering,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Marlborough Region",not_delivering,ad,"7-day click or 1-day view",3,6,2,0.28,2,46.66666667,0.14,50,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Bay of Plenty Region",not_delivering,ad,"7-day click or 1-day view",14,23,1.64285714,0.41,2,17.82608696,0.205,13.04347826,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Southland,not_delivering,ad,"7-day click or 1-day view",14,34,2.42857143,0.25,1,7.35294118,0.25,2.94117647,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Waikato,not_delivering,ad,"7-day click or 1-day view",45,55,1.22222222,0.83,2,15.09090909,0.415,3.63636364,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Manawatu-Wanganui,not_delivering,ad,"7-day click or 1-day view",17,17,1,0.18,2,10.58823529,0.09,11.76470588,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Nelson Province",not_delivering,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Otago,not_delivering,ad,"7-day click or 1-day view",5,5,1,0.07,,14,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Northland Region",not_delivering,ad,"7-day click or 1-day view",8,9,1.125,0.09,,10,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Unknown,not_delivering,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Hawke's Bay",not_delivering,ad,"7-day click or 1-day view",4,4,1,0.06,,15,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Taranaki,not_delivering,ad,"7-day click or 1-day view",8,12,1.5,0.14,,11.66666667,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Canterbury,not_delivering,ad,"7-day click or 1-day view",40,47,1.175,0.39,,8.29787234,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"West Coast",not_delivering,ad,"7-day click or 1-day view",3,4,1.33333333,0.01,,2.5,,0,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Wellington Region",not_delivering,ad,"7-day click or 1-day view",59,67,1.13559322,1.02,3,15.2238806,0.34,4.47761194,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Auckland Region",not_delivering,ad,"7-day click or 1-day view",458,561,1.22489083,6.33,16,11.28342246,0.395625,3.74331551,,2025-07-08,2025-07-08
2025-07-08,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Gisborne District",not_delivering,ad,"7-day click or 1-day view",1,2,2,0.01,,5,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Unknown,active,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",5,5,1,0.04,,8,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,active,ad,"7-day click or 1-day view",15,18,1.2,0.07,1,3.88888889,0.07,5.55555556,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",6,6,1,0.06,1,10,0.06,16.66666667,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,active,ad,"7-day click or 1-day view",53,62,1.16981132,0.38,2,6.12903226,0.19,3.22580645,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",active,ad,"7-day click or 1-day view",629,695,1.10492846,3.32,32,4.77697842,0.10375,5.17985612,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",83,95,1.14457831,0.53,4,5.57894737,0.1325,5.26315789,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",active,ad,"7-day click or 1-day view",3,3,1,0.01,,3.33333333,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,active,ad,"7-day click or 1-day view",52,55,1.05769231,0.27,1,4.90909091,0.27,1.81818182,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",9,9,1,0.09,,10,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Marlborough Region",active,ad,"7-day click or 1-day view",1,1,1,0.02,,20,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",2,2,1,0.03,,15,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",active,ad,"7-day click or 1-day view",20,26,1.3,0.07,,2.69230769,,3.84615385,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Tasman District",active,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",9,9,1,0.04,,4.44444444,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",8,8,1,0.03,,3.75,,0,,2025-07-08,2025-07-08
2025-07-08,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",active,ad,"7-day click or 1-day view",3,3,1,0.03,,10,,0,,2025-07-08,2025-07-08
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Canterbury,not_delivering,ad,"7-day click or 1-day view",51,56,1.09803922,0.5,,8.92857143,,1.78571429,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Wellington Region",not_delivering,ad,"7-day click or 1-day view",79,87,1.10126582,1.14,3,13.10344828,0.38,4.59770115,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Nelson Province",not_delivering,ad,"7-day click or 1-day view",2,2,1,0.06,,30,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Hawke's Bay",not_delivering,ad,"7-day click or 1-day view",10,11,1.1,0.09,,8.18181818,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Southland,not_delivering,ad,"7-day click or 1-day view",11,24,2.18181818,0.14,,5.83333333,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Waikato,not_delivering,ad,"7-day click or 1-day view",49,64,1.30612245,1.12,,17.5,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Northland Region",not_delivering,ad,"7-day click or 1-day view",6,7,1.16666667,0.06,,8.57142857,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Bay of Plenty Region",not_delivering,ad,"7-day click or 1-day view",13,14,1.07692308,0.12,,8.57142857,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Manawatu-Wanganui,not_delivering,ad,"7-day click or 1-day view",21,27,1.28571429,0.16,,5.92592593,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Otago,not_delivering,ad,"7-day click or 1-day view",12,15,1.25,0.15,,10,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Gisborne District",not_delivering,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Marlborough Region",not_delivering,ad,"7-day click or 1-day view",4,4,1,0.08,,20,,0,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,Taranaki,not_delivering,ad,"7-day click or 1-day view",12,24,2,0.54,4,22.5,0.135,20.83333333,,2025-07-07,2025-07-07
2025-07-07,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120229561264060154,"23June_saree + suits_new_ad",LINK_CLICKS,"Auckland Region",not_delivering,ad,"7-day click or 1-day view",559,663,1.18604651,7.23,16,10.90497738,0.451875,3.16742081,,2025-07-07,2025-07-07
