Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,archived,ad,"7-day click or 1-day view",43,48,1.11627907,0.18,1,3.75,0.18,2.08333333,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,archived,ad,"7-day click or 1-day view",62,66,1.06451613,0.38,2,5.75757576,0.19,3.03030303,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",3,3,1,0.01,,3.33333333,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",2,3,1.5,0,,0,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",4,5,1.25,0.03,,6,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",archived,ad,"7-day click or 1-day view",565,609,1.07787611,3.25,32,5.33661741,0.1015625,6.07553366,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",7,7,1,0.05,,7.14285714,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Marlborough Region",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",53,56,1.05660377,0.3,3,5.35714286,0.1,7.14285714,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Tasman District",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,archived,ad,"7-day click or 1-day view",5,7,1.4,0.04,1,5.71428571,0.04,14.28571429,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",4,4,1,0.05,,12.5,,0,,2025-06-05,2025-06-05
2025-06-05,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",4,4,1,0.03,,7.5,,0,,2025-06-05,2025-06-05
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",36,41,1.13888889,0.35,1,8.53658537,0.35,4.87804878,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",34,43,1.26470588,0.68,1,15.81395349,0.68,2.3255814,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",7,10,1.42857143,0.1,1,10,0.1,10,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",4,5,1.25,0.03,,6,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"West Coast",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",2,2,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",21,22,1.04761905,0.14,1,6.36363636,0.14,9.09090909,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",390,477,1.22307692,5.37,16,11.25786164,0.335625,5.03144654,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Otago,archived,ad,"7-day click or 1-day view",4,4,1,0.01,,2.5,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Southland,archived,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",archived,ad,"7-day click or 1-day view",1,1,1,0.02,,20,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",archived,ad,"7-day click or 1-day view",3,3,1,0.02,,6.66666667,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",archived,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",1,1,1,0.02,,20,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",53,60,1.13207547,0.67,2,11.16666667,0.335,3.33333333,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Marlborough Region",archived,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",3,3,1,0.05,,16.66666667,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",32,32,1,0.46,1,14.375,0.46,6.25,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120227008613590154,video_ad_roshni_voice_all_placement,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",14,19,1.35714286,0.37,1,19.47368421,0.37,5.26315789,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",4,4,1,0.02,,5,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Marlborough Region",inactive,ad,"7-day click or 1-day view",1,2,2,0.06,,30,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",9,12,1.33333333,0.13,,10.83333333,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Tasman District",inactive,ad,"7-day click or 1-day view",5,5,1,0.05,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",5,5,1,0.01,,2,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",10,14,1.4,0.12,1,8.57142857,0.12,7.14285714,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",archived,ad,"7-day click or 1-day view",5,5,1,0.02,,4,,0,,2025-06-04,2025-06-04
2025-06-04,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",17,18,1.05882353,0.91,1,50.55555556,0.91,5.55555556,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,archived,ad,"7-day click or 1-day view",4,5,1.25,0.04,,8,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Taranaki,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,7,1.75,0.07,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,active,ad,"7-day click or 1-day view",28,28,1,0.17,1,6.07142857,0.17,3.57142857,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Gisborne District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Tasman District",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",1,1,1,0,,0,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"West Coast",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,5,1.25,0.07,,14,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Nelson Province",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",2,3,1.5,0.06,,20,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Hawke's Bay",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",9,10,1.11111111,0.1,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Otago,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",9,10,1.11111111,0.09,1,9,0.09,20,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Northland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",4,5,1.25,0.02,,4,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",active,ad,"7-day click or 1-day view",359,389,1.08356546,2.34,31,6.01542416,0.07548387,8.48329049,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Southland,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",6,7,1.16666667,0.06,,8.57142857,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Canterbury,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",51,82,1.60784314,0.76,6,9.26829268,0.12666667,9.75609756,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Waikato,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",56,69,1.23214286,0.64,1,9.27536232,0.64,2.89855072,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Wellington Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",50,60,1.2,0.63,4,10.5,0.1575,10,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Bay of Plenty Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",33,41,1.24242424,0.41,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,Manawatu-Wanganui,inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",17,21,1.23529412,0.25,,11.9047619,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",archived,ad,"7-day click or 1-day view",4,4,1,0.03,,7.5,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",5,7,1.4,0.05,1,7.14285714,0.05,14.28571429,,2025-06-04,2025-06-04
2025-06-04,120222398482490154,Suits_Salwaar_Always_On_20_April,120222398482650154,pacific_mart_nz_sales_Insta_Facebook,120222961900550154,caraousel_new_stock_video_ads_20_April,OUTCOME_SALES,"Auckland Region",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",306,357,1.16666667,3.49,13,9.77591036,0.26846154,6.72268908,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",28,28,1,0.16,1,5.71428571,0.16,3.57142857,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Tasman District",archived,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,active,ad,"7-day click or 1-day view",35,36,1.02857143,0.2,1,5.55555556,0.2,5.55555556,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,archived,ad,"7-day click or 1-day view",36,37,1.02777778,0.28,2,7.56756757,0.14,5.40540541,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",archived,ad,"7-day click or 1-day view",365,383,1.04931507,2.44,16,6.37075718,0.1525,4.96083551,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",archived,ad,"7-day click or 1-day view",31,32,1.03225806,0.2,1,6.25,0.2,3.125,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,archived,ad,"7-day click or 1-day view",25,25,1,0.12,2,4.8,0.06,8,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,archived,ad,"7-day click or 1-day view",10,10,1,0.07,1,7,0.07,10,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227935031180154,"Test - Always_On_Ad_Set_all_placements",120227935031170154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",archived,ad,"7-day click or 1-day view",3,3,1,0.02,1,6.66666667,0.02,33.33333333,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",active,ad,"7-day click or 1-day view",1,2,2,0.02,,10,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",7,7,1,0.03,,4.28571429,,14.28571429,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",9,9,1,0.04,,4.44444444,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,active,ad,"7-day click or 1-day view",8,10,1.25,0.04,,4,,0,,2025-06-04,2025-06-04
2025-06-04,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",3,3,1,0.02,,6.66666667,,0,,2025-06-04,2025-06-04
